test_case,seed,model,angle_deg,target_cos,hit_rank,hit_name,hit_sim,hit_is_target
cream + bitter,cream,core,60,0.500000,1,hazelnut,0.607200,True
cream + bitter,cream,core,60,0.500000,2,chia_seed,0.604900,True
cream + bitter,cream,core,60,0.500000,3,pistachio,0.569400,True
cream + bitter,cream,core,60,0.500000,4,cashew,0.559800,True
cream + bitter,cream,core,60,0.500000,5,carob,0.556100,True
cream + bitter,cream,chem,0,1.000000,1,gelatin,0.683000,False
cream + bitter,cream,chem,0,1.000000,2,chocolate,0.651100,True
cream + bitter,cream,chem,0,1.000000,3,meringue,0.628000,False
cream + bitter,cream,chem,0,1.000000,4,ice_cream,0.620800,False
cream + bitter,cream,chem,0,1.000000,5,cocoa_powder,0.578600,False
cream + bitter,cream,chem,30,0.866025,1,gelatin,0.611500,False
cream + bitter,cream,chem,30,0.866025,2,chocolate,0.583000,True
cream + bitter,cream,chem,30,0.866025,3,meringue,0.578200,False
cream + bitter,cream,chem,30,0.866025,4,cocoa_powder,0.553200,False
cream + bitter,cream,chem,30,0.866025,5,ice_cream,0.547200,False
cream + bitter,cream,chem,60,0.500000,1,hazelnut,0.525500,True
cream + bitter,cream,chem,60,0.500000,2,pistachio,0.509900,True
cream + bitter,cream,chem,60,0.500000,3,chestnut,0.491000,True
cream + bitter,cream,chem,60,0.500000,4,agar,0.461600,True
cream + bitter,cream,chem,60,0.500000,5,kale,0.443300,True
honey + bitter,honey,cooc,0,1.000000,1,apple,0.399500,False
honey + bitter,honey,cooc,0,1.000000,2,gelatin,0.352000,False
honey + bitter,honey,cooc,0,1.000000,3,blueberry,0.351700,True
honey + bitter,honey,cooc,0,1.000000,4,cherry,0.349100,True
honey + bitter,honey,cooc,0,1.000000,5,vanilla,0.336900,False
honey + bitter,honey,cooc,30,0.866025,1,apple,0.380700,False
honey + bitter,honey,cooc,30,0.866025,2,flaxseed,0.339800,False
honey + bitter,honey,cooc,30,0.866025,3,vanilla,0.326300,False
honey + bitter,honey,cooc,30,0.866025,4,pumpkin_seed,0.326100,False
honey + bitter,honey,cooc,30,0.866025,5,blueberry,0.320800,True
honey + bitter,honey,cooc,60,0.500000,1,flaxseed,0.328200,False
honey + bitter,honey,cooc,60,0.500000,2,millet,0.317000,True
honey + bitter,honey,cooc,60,0.500000,3,kudzu_root,0.309500,False
honey + bitter,honey,cooc,60,0.500000,4,hemp_seed,0.303600,False
honey + bitter,honey,cooc,60,0.500000,5,sunflower_seed,0.296700,False
honey + bitter,honey,core,0,1.000000,1,pear,0.554200,True
honey + bitter,honey,core,0,1.000000,2,apple,0.498900,False
honey + bitter,honey,core,0,1.000000,3,pumpkin_seed,0.487100,False
honey + bitter,honey,core,0,1.000000,4,fruit,0.485400,False
honey + bitter,honey,core,0,1.000000,5,whole_wheat_flour,0.474400,True
honey + bitter,honey,core,30,0.866025,1,chia_seed,0.622000,True
honey + bitter,honey,core,30,0.866025,2,pear,0.583700,True
honey + bitter,honey,core,30,0.866025,3,carob,0.577900,True
honey + bitter,honey,core,30,0.866025,4,quinoa,0.568700,True
honey + bitter,honey,core,30,0.866025,5,coconut_oil,0.559600,False
honey + bitter,honey,core,60,0.500000,1,chia_seed,0.607000,True
honey + bitter,honey,core,60,0.500000,2,carob,0.577400,True
honey + bitter,honey,core,60,0.500000,3,quinoa,0.546900,True
honey + bitter,honey,core,60,0.500000,4,cashew,0.540600,True
honey + bitter,honey,core,60,0.500000,5,spirulina,0.532300,True
honey + bitter,honey,chem,0,1.000000,1,pear,0.388800,True
honey + bitter,honey,chem,0,1.000000,2,apple,0.352000,False
honey + bitter,honey,chem,0,1.000000,3,strawberry,0.311600,False
honey + bitter,honey,chem,0,1.000000,4,char_siu_sauce,0.279500,False
honey + bitter,honey,chem,0,1.000000,5,wisteria_flower,0.252800,False
honey + bitter,honey,chem,30,0.866025,1,pear,0.414700,True
honey + bitter,honey,chem,30,0.866025,2,chia_seed,0.394100,True
honey + bitter,honey,chem,30,0.866025,3,quinoa,0.383500,True
honey + bitter,honey,chem,30,0.866025,4,mache,0.365900,True
honey + bitter,honey,chem,30,0.866025,5,spelt,0.357000,True
honey + bitter,honey,chem,60,0.500000,1,quinoa,0.475100,True
honey + bitter,honey,chem,60,0.500000,2,chia_seed,0.462300,True
honey + bitter,honey,chem,60,0.500000,3,scallion,0.447200,True
honey + bitter,honey,chem,60,0.500000,4,bok_choy,0.444000,True
honey + bitter,honey,chem,60,0.500000,5,millet,0.441300,True
butter + sour,butter,cooc,0,1.000000,1,cream,0.462300,False
butter + sour,butter,cooc,0,1.000000,2,egg_yolk,0.434200,False
butter + sour,butter,cooc,0,1.000000,3,flour,0.408000,False
butter + sour,butter,cooc,0,1.000000,4,milk,0.406200,True
butter + sour,butter,cooc,0,1.000000,5,almond,0.377000,False
butter + sour,butter,cooc,30,0.866025,1,cream,0.380600,False
butter + sour,butter,cooc,30,0.866025,2,milk,0.374300,True
butter + sour,butter,cooc,30,0.866025,3,egg_yolk,0.366100,False
butter + sour,butter,cooc,30,0.866025,4,flour,0.355100,False
butter + sour,butter,cooc,30,0.866025,5,jarlsberg_cheese,0.343900,True
butter + sour,butter,cooc,60,0.500000,1,jarlsberg_cheese,0.352000,True
butter + sour,butter,cooc,60,0.500000,2,egg,0.246100,False
butter + sour,butter,cooc,60,0.500000,3,milk,0.242100,True
butter + sour,butter,cooc,60,0.500000,4,chocolate,0.240600,True
butter + sour,butter,cooc,60,0.500000,5,hollandaise_sauce,0.235500,False
butter + sour,butter,core,0,1.000000,1,milk,0.604000,True
butter + sour,butter,core,0,1.000000,2,egg_yolk,0.569300,False
butter + sour,butter,core,0,1.000000,3,parmesan_cheese,0.497200,False
butter + sour,butter,core,0,1.000000,4,white_chocolate,0.491000,True
butter + sour,butter,core,0,1.000000,5,baking_powder,0.484600,False
butter + sour,butter,core,30,0.866025,1,egg,0.556100,False
butter + sour,butter,core,30,0.866025,2,milk,0.552400,True
butter + sour,butter,core,30,0.866025,3,flour,0.499900,False
butter + sour,butter,core,30,0.866025,4,parmesan_cheese,0.469100,False
butter + sour,butter,core,30,0.866025,5,bread_crumbs,0.468700,True
butter + sour,butter,core,60,0.500000,1,flour,0.418200,False
butter + sour,butter,core,60,0.500000,2,egg,0.407400,False
butter + sour,butter,core,60,0.500000,3,romano_cheese,0.386200,True
butter + sour,butter,core,60,0.500000,4,dough,0.379300,False
butter + sour,butter,core,60,0.500000,5,pastry,0.378000,False
butter + sour,butter,chem,0,1.000000,1,milk,0.477900,True
butter + sour,butter,chem,0,1.000000,2,flour,0.348100,False
butter + sour,butter,chem,0,1.000000,3,egg,0.328200,False
butter + sour,butter,chem,0,1.000000,4,chocolate,0.326300,True
butter + sour,butter,chem,0,1.000000,5,parmesan_cheese,0.313500,False
butter + sour,butter,chem,30,0.866025,1,milk,0.472000,True
butter + sour,butter,chem,30,0.866025,2,egg,0.365400,False
butter + sour,butter,chem,30,0.866025,3,flour,0.338100,False
butter + sour,butter,chem,30,0.866025,4,cheese,0.331100,True
butter + sour,butter,chem,30,0.866025,5,chocolate,0.309900,True
butter + sour,butter,chem,60,0.500000,1,cheese,0.361400,True
butter + sour,butter,chem,60,0.500000,2,milk,0.339700,True
butter + sour,butter,chem,60,0.500000,3,egg,0.304600,False
butter + sour,butter,chem,60,0.500000,4,dough,0.261800,False
butter + sour,butter,chem,60,0.500000,5,bread,0.260000,True
chicken + sour,chicken,cooc,0,1.000000,1,garlic,0.393400,False
chicken + sour,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + sour,chicken,cooc,0,1.000000,3,black_pepper,0.358100,False
chicken + sour,chicken,cooc,0,1.000000,4,turkey,0.348000,True
chicken + sour,chicken,cooc,0,1.000000,5,carrot,0.342500,False
chicken + sour,chicken,cooc,30,0.866025,1,swiss_cheese,0.324800,True
chicken + sour,chicken,cooc,30,0.866025,2,turkey,0.317800,True
chicken + sour,chicken,cooc,30,0.866025,3,chicken_broth,0.297500,False
chicken + sour,chicken,cooc,30,0.866025,4,garlic,0.291800,False
chicken + sour,chicken,cooc,30,0.866025,5,sesame_seed,0.290300,False
chicken + sour,chicken,cooc,60,0.500000,1,swiss_cheese,0.305100,True
chicken + sour,chicken,cooc,60,0.500000,2,caesar_dressing,0.280700,False
chicken + sour,chicken,cooc,60,0.500000,3,alfalfa_sprout,0.271000,True
chicken + sour,chicken,cooc,60,0.500000,4,bechamel,0.252700,False
chicken + sour,chicken,cooc,60,0.500000,5,dijonnaise,0.234400,False
chicken + sour,chicken,core,0,1.000000,1,pork,0.580800,False
chicken + sour,chicken,core,0,1.000000,2,beef,0.571200,False
chicken + sour,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + sour,chicken,core,0,1.000000,4,peanut,0.523300,False
chicken + sour,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,False
chicken + sour,chicken,core,30,0.866025,1,alfredo_sauce,0.562700,False
chicken + sour,chicken,core,30,0.866025,2,chicken_broth,0.529300,False
chicken + sour,chicken,core,30,0.866025,3,crouton,0.516900,True
chicken + sour,chicken,core,30,0.866025,4,shrimp,0.514200,False
chicken + sour,chicken,core,30,0.866025,5,cream_of_chicken_soup,0.510400,False
chicken + sour,chicken,core,60,0.500000,1,alfredo_sauce,0.478400,False
chicken + sour,chicken,core,60,0.500000,2,crouton,0.445800,True
chicken + sour,chicken,core,60,0.500000,3,mozzarella_cheese,0.439600,True
chicken + sour,chicken,core,60,0.500000,4,pesto,0.434000,False
chicken + sour,chicken,core,60,0.500000,5,crab_stick,0.433500,True
chicken + sour,chicken,chem,0,1.000000,1,beef,0.405100,False
chicken + sour,chicken,chem,0,1.000000,2,pork,0.339700,False
chicken + sour,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,False
chicken + sour,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + sour,chicken,chem,0,1.000000,5,peanut,0.282100,False
chicken + sour,chicken,chem,30,0.866025,1,beef,0.336400,False
chicken + sour,chicken,chem,30,0.866025,2,cream_of_chicken_soup,0.331500,False
chicken + sour,chicken,chem,30,0.866025,3,cheddar_cheese,0.327000,True
chicken + sour,chicken,chem,30,0.866025,4,buffalo_wing_sauce,0.325500,False
chicken + sour,chicken,chem,30,0.866025,5,shrimp,0.292800,False
chicken + sour,chicken,chem,60,0.500000,1,cheese,0.364100,True
chicken + sour,chicken,chem,60,0.500000,2,alfredo_sauce,0.281600,False
chicken + sour,chicken,chem,60,0.500000,3,buffalo_wing_sauce,0.275700,False
chicken + sour,chicken,chem,60,0.500000,4,ranch_dressing,0.268600,False
chicken + sour,chicken,chem,60,0.500000,5,cream_of_chicken_soup,0.263400,False
rice + sour,rice,cooc,0,1.000000,1,carrot,0.335000,False
rice + sour,rice,cooc,0,1.000000,2,okra,0.331600,False
rice + sour,rice,cooc,0,1.000000,3,vegetable_oil,0.325700,False
rice + sour,rice,cooc,0,1.000000,4,pea,0.311700,False
rice + sour,rice,cooc,0,1.000000,5,dashi,0.307500,False
rice + sour,rice,cooc,30,0.866025,1,vegetable_oil,0.279200,False
rice + sour,rice,cooc,30,0.866025,2,cabbage,0.277100,False
rice + sour,rice,cooc,30,0.866025,3,shiitake_mushroom,0.275400,False
rice + sour,rice,cooc,30,0.866025,4,spinach,0.273400,False
rice + sour,rice,cooc,30,0.866025,5,bread_crumbs,0.272800,True
rice + sour,rice,cooc,60,0.500000,1,jarlsberg_cheese,0.297000,True
rice + sour,rice,cooc,60,0.500000,2,seafood,0.226200,False
rice + sour,rice,cooc,60,0.500000,3,crab_stick,0.222900,True
rice + sour,rice,cooc,60,0.500000,4,spinach,0.222000,False
rice + sour,rice,cooc,60,0.500000,5,alfalfa_sprout,0.215700,True
rice + sour,rice,core,0,1.000000,1,shiitake_mushroom,0.595900,False
rice + sour,rice,core,0,1.000000,2,nori,0.594300,False
rice + sour,rice,core,0,1.000000,3,bok_choy,0.583900,True
rice + sour,rice,core,0,1.000000,4,sesame_seed,0.571800,False
rice + sour,rice,core,0,1.000000,5,pea,0.571300,False
rice + sour,rice,core,30,0.866025,1,nori,0.568600,False
rice + sour,rice,core,30,0.866025,2,crab_stick,0.562300,True
rice + sour,rice,core,30,0.866025,3,sesame_oil,0.548000,False
rice + sour,rice,core,30,0.866025,4,shiitake_mushroom,0.547400,False
rice + sour,rice,core,30,0.866025,5,dried_shrimp,0.540200,False
rice + sour,rice,core,60,0.500000,1,crab_stick,0.473300,True
rice + sour,rice,core,60,0.500000,2,fish_cake,0.436500,True
rice + sour,rice,core,60,0.500000,3,noodle,0.436500,True
rice + sour,rice,core,60,0.500000,4,salmon,0.435000,False
rice + sour,rice,core,60,0.500000,5,mayonnaise,0.433400,False
rice + sour,rice,chem,0,1.000000,1,caviar,0.310000,False
rice + sour,rice,chem,0,1.000000,2,nori,0.300600,False
rice + sour,rice,chem,0,1.000000,3,wheat,0.296900,True
rice + sour,rice,chem,0,1.000000,4,millet,0.296600,True
rice + sour,rice,chem,0,1.000000,5,puzi_leaf,0.291900,False
rice + sour,rice,chem,30,0.866025,1,cheese,0.347000,True
rice + sour,rice,chem,30,0.866025,2,wheat,0.317200,True
rice + sour,rice,chem,30,0.866025,3,nori,0.311100,False
rice + sour,rice,chem,30,0.866025,4,crab,0.308600,True
rice + sour,rice,chem,30,0.866025,5,caviar,0.308000,False
rice + sour,rice,chem,60,0.500000,1,cheese,0.374600,True
rice + sour,rice,chem,60,0.500000,2,crab,0.276700,True
rice + sour,rice,chem,60,0.500000,3,meat_floss,0.263500,True
rice + sour,rice,chem,60,0.500000,4,fish_cake,0.259700,True
rice + sour,rice,chem,60,0.500000,5,broccoli,0.259500,False
rice + fatty,rice,cooc,0,1.000000,1,carrot,0.335000,False
rice + fatty,rice,cooc,0,1.000000,2,okra,0.331600,False
rice + fatty,rice,cooc,0,1.000000,3,vegetable_oil,0.325700,False
rice + fatty,rice,cooc,0,1.000000,4,pea,0.311700,False
rice + fatty,rice,cooc,0,1.000000,5,dashi,0.307500,False
rice + fatty,rice,cooc,30,0.866025,1,sausage,0.286400,False
rice + fatty,rice,cooc,30,0.866025,2,mushroom,0.285400,True
rice + fatty,rice,cooc,30,0.866025,3,bread_crumbs,0.284100,True
rice + fatty,rice,cooc,30,0.866025,4,cheese,0.267500,True
rice + fatty,rice,cooc,30,0.866025,5,vegetable_oil,0.267000,False
rice + fatty,rice,cooc,60,0.500000,1,mozzarella_cheese,0.267300,True
rice + fatty,rice,cooc,60,0.500000,2,sausage,0.237100,False
rice + fatty,rice,cooc,60,0.500000,3,mushroom,0.228800,True
rice + fatty,rice,cooc,60,0.500000,4,ham,0.225200,False
rice + fatty,rice,cooc,60,0.500000,5,bread_crumbs,0.216600,True
rice + fatty,rice,core,0,1.000000,1,shiitake_mushroom,0.595900,False
rice + fatty,rice,core,0,1.000000,2,nori,0.594300,False
rice + fatty,rice,core,0,1.000000,3,bok_choy,0.583900,False
rice + fatty,rice,core,0,1.000000,4,sesame_seed,0.571800,False
rice + fatty,rice,core,0,1.000000,5,pea,0.571300,False
rice + fatty,rice,core,30,0.866025,1,crab,0.503500,True
rice + fatty,rice,core,30,0.866025,2,cheese,0.501300,True
rice + fatty,rice,core,30,0.866025,3,clam,0.497100,True
rice + fatty,rice,core,30,0.866025,4,squid,0.494500,True
rice + fatty,rice,core,30,0.866025,5,shrimp,0.488400,True
rice + fatty,rice,core,60,0.500000,1,crab,0.393500,True
rice + fatty,rice,core,60,0.500000,2,cheese,0.381000,True
rice + fatty,rice,core,60,0.500000,3,mayonnaise,0.357500,False
rice + fatty,rice,core,60,0.500000,4,caviar,0.354300,True
rice + fatty,rice,core,60,0.500000,5,clam,0.351000,True
rice + fatty,rice,chem,0,1.000000,1,caviar,0.310000,True
rice + fatty,rice,chem,0,1.000000,2,nori,0.300600,False
rice + fatty,rice,chem,0,1.000000,3,wheat,0.296900,False
rice + fatty,rice,chem,0,1.000000,4,millet,0.296600,False
rice + fatty,rice,chem,0,1.000000,5,puzi_leaf,0.291900,False
rice + fatty,rice,chem,30,0.866025,1,caviar,0.309600,True
rice + fatty,rice,chem,30,0.866025,2,cheese,0.308100,True
rice + fatty,rice,chem,30,0.866025,3,crab,0.289300,True
rice + fatty,rice,chem,30,0.866025,4,puzi_leaf,0.278800,False
rice + fatty,rice,chem,30,0.866025,5,fish,0.271900,True
rice + fatty,rice,chem,60,0.500000,1,cheese,0.307200,True
rice + fatty,rice,chem,60,0.500000,2,crab,0.243400,True
rice + fatty,rice,chem,60,0.500000,3,english_muffin,0.237200,False
rice + fatty,rice,chem,60,0.500000,4,caviar,0.226200,True
rice + fatty,rice,chem,60,0.500000,5,alfredo_sauce,0.221700,False
bread + fatty,bread,cooc,0,1.000000,1,olive_oil,0.436400,False
bread + fatty,bread,cooc,0,1.000000,2,parsley,0.370000,False
bread + fatty,bread,cooc,0,1.000000,3,paprika,0.364100,False
bread + fatty,bread,cooc,0,1.000000,4,thyme,0.353400,False
bread + fatty,bread,cooc,0,1.000000,5,anchovy,0.349600,False
bread + fatty,bread,cooc,30,0.866025,1,mozzarella_cheese,0.349300,True
bread + fatty,bread,cooc,30,0.866025,2,olive_oil,0.329900,False
bread + fatty,bread,cooc,30,0.866025,3,mayonnaise,0.319500,False
bread + fatty,bread,cooc,30,0.866025,4,mushroom,0.300300,True
bread + fatty,bread,cooc,30,0.866025,5,bread_crumbs,0.289000,True
bread + fatty,bread,cooc,60,0.500000,1,mozzarella_cheese,0.319400,True
bread + fatty,bread,cooc,60,0.500000,2,pizza_sauce,0.246900,False
bread + fatty,bread,cooc,60,0.500000,3,pizza_crust,0.240500,False
bread + fatty,bread,cooc,60,0.500000,4,ranch_dressing,0.225700,False
bread + fatty,bread,cooc,60,0.500000,5,mushroom,0.218000,True
bread + fatty,bread,core,0,1.000000,1,pasta,0.690700,False
bread + fatty,bread,core,0,1.000000,2,artichoke,0.675500,False
bread + fatty,bread,core,0,1.000000,3,olive_oil,0.667400,False
bread + fatty,bread,core,0,1.000000,4,parsley,0.638200,False
bread + fatty,bread,core,0,1.000000,5,red_onion,0.637300,False
bread + fatty,bread,core,30,0.866025,1,bread_crumbs,0.591600,True
bread + fatty,bread,core,30,0.866025,2,mayonnaise,0.587400,False
bread + fatty,bread,core,30,0.866025,3,provolone_cheese,0.586400,True
bread + fatty,bread,core,30,0.866025,4,mortadella,0.566300,False
bread + fatty,bread,core,30,0.866025,5,olive_oil,0.564000,False
bread + fatty,bread,core,60,0.500000,1,provolone_cheese,0.422800,True
bread + fatty,bread,core,60,0.500000,2,bread_crumbs,0.413000,True
bread + fatty,bread,core,60,0.500000,3,mortadella,0.412100,False
bread + fatty,bread,core,60,0.500000,4,mayonnaise,0.408200,False
bread + fatty,bread,core,60,0.500000,5,anchovy,0.387400,False
bread + fatty,bread,chem,0,1.000000,1,pasta,0.465800,False
bread + fatty,bread,chem,0,1.000000,2,caper,0.432300,False
bread + fatty,bread,chem,0,1.000000,3,artichoke,0.428100,False
bread + fatty,bread,chem,0,1.000000,4,anchovy,0.377100,False
bread + fatty,bread,chem,0,1.000000,5,provolone_cheese,0.371400,True
bread + fatty,bread,chem,30,0.866025,1,provolone_cheese,0.442200,True
bread + fatty,bread,chem,30,0.866025,2,yogurt,0.357300,True
bread + fatty,bread,chem,30,0.866025,3,bacon,0.331500,True
bread + fatty,bread,chem,30,0.866025,4,bread_crumbs,0.319700,True
bread + fatty,bread,chem,30,0.866025,5,anchovy,0.311400,False
bread + fatty,bread,chem,60,0.500000,1,provolone_cheese,0.394600,True
bread + fatty,bread,chem,60,0.500000,2,yogurt,0.268800,True
bread + fatty,bread,chem,60,0.500000,3,bread_crumbs,0.260200,True
bread + fatty,bread,chem,60,0.500000,4,bacon,0.249700,True
bread + fatty,bread,chem,60,0.500000,5,mortadella,0.241400,False
apple + fatty,apple,cooc,0,1.000000,1,strawberry,0.400100,True
apple + fatty,apple,cooc,0,1.000000,2,honey,0.399500,False
apple + fatty,apple,cooc,0,1.000000,3,raisin,0.398900,True
apple + fatty,apple,cooc,0,1.000000,4,cranberry,0.391000,False
apple + fatty,apple,cooc,0,1.000000,5,cinnamon,0.390000,False
apple + fatty,apple,cooc,30,0.866025,1,strawberry,0.313100,True
apple + fatty,apple,cooc,30,0.866025,2,cranberry,0.312200,False
apple + fatty,apple,cooc,30,0.866025,3,butter,0.309600,True
apple + fatty,apple,cooc,30,0.866025,4,raisin,0.306100,True
apple + fatty,apple,cooc,30,0.866025,5,prune,0.302000,False
apple + fatty,apple,cooc,60,0.500000,1,swiss_cheese,0.315900,True
apple + fatty,apple,cooc,60,0.500000,2,butter,0.264900,True
apple + fatty,apple,cooc,60,0.500000,3,egg,0.232200,False
apple + fatty,apple,cooc,60,0.500000,4,ranch_dressing,0.228800,False
apple + fatty,apple,cooc,60,0.500000,5,ham,0.228700,False
apple + fatty,apple,core,0,1.000000,1,banana,0.544800,False
apple + fatty,apple,core,0,1.000000,2,apple_cider,0.541600,False
apple + fatty,apple,core,0,1.000000,3,prune,0.525900,False
apple + fatty,apple,core,0,1.000000,4,pear,0.522000,False
apple + fatty,apple,core,0,1.000000,5,apple_pie_spice,0.521400,False
apple + fatty,apple,core,30,0.866025,1,butter,0.468200,True
apple + fatty,apple,core,30,0.866025,2,gruyere_cheese,0.446100,True
apple + fatty,apple,core,30,0.866025,3,apple_cider,0.445500,False
apple + fatty,apple,core,30,0.866025,4,white_wine,0.427100,True
apple + fatty,apple,core,30,0.866025,5,apple_pie_spice,0.424700,False
apple + fatty,apple,core,60,0.500000,1,gruyere_cheese,0.359400,True
apple + fatty,apple,core,60,0.500000,2,butter,0.332300,True
apple + fatty,apple,core,60,0.500000,3,white_wine,0.313200,True
apple + fatty,apple,core,60,0.500000,4,port_wine,0.302900,True
apple + fatty,apple,core,60,0.500000,5,bread_crumbs,0.294900,True
apple + fatty,apple,chem,0,1.000000,1,pear,0.389500,False
apple + fatty,apple,chem,0,1.000000,2,apple_cider,0.365100,False
apple + fatty,apple,chem,0,1.000000,3,apple_pie_spice,0.365000,False
apple + fatty,apple,chem,0,1.000000,4,honey,0.352000,False
apple + fatty,apple,chem,0,1.000000,5,strawberry,0.343400,True
apple + fatty,apple,chem,30,0.866025,1,strawberry,0.311700,True
apple + fatty,apple,chem,30,0.866025,2,butter,0.297000,True
apple + fatty,apple,chem,30,0.866025,3,apple_cider,0.295800,False
apple + fatty,apple,chem,30,0.866025,4,apple_pie_spice,0.288900,False
apple + fatty,apple,chem,30,0.866025,5,banana,0.288500,False
apple + fatty,apple,chem,60,0.500000,1,mozzarella_cheese,0.295900,True
apple + fatty,apple,chem,60,0.500000,2,butter,0.250500,True
apple + fatty,apple,chem,60,0.500000,3,english_muffin,0.238700,False
apple + fatty,apple,chem,60,0.500000,4,cognac,0.234800,True
apple + fatty,apple,chem,60,0.500000,5,rum,0.227800,True
salmon + pungent,salmon,cooc,0,1.000000,1,wasabi,0.348300,True
salmon + pungent,salmon,cooc,0,1.000000,2,avocado,0.324500,False
salmon + pungent,salmon,cooc,0,1.000000,3,ponzu,0.318900,False
salmon + pungent,salmon,cooc,0,1.000000,4,balsamic_vinegar,0.318000,True
salmon + pungent,salmon,cooc,0,1.000000,5,scallop,0.317100,True
salmon + pungent,salmon,cooc,30,0.866025,1,scallop,0.317100,True
salmon + pungent,salmon,cooc,30,0.866025,2,mayonnaise,0.313500,False
salmon + pungent,salmon,cooc,30,0.866025,3,wasabi,0.309600,True
salmon + pungent,salmon,cooc,30,0.866025,4,radish,0.304100,False
salmon + pungent,salmon,cooc,30,0.866025,5,muenster_cheese,0.299200,True
salmon + pungent,salmon,cooc,60,0.500000,1,jarlsberg_cheese,0.283400,True
salmon + pungent,salmon,cooc,60,0.500000,2,caesar_dressing,0.249700,False
salmon + pungent,salmon,cooc,60,0.500000,3,alfalfa_sprout,0.249600,False
salmon + pungent,salmon,cooc,60,0.500000,4,mayonnaise,0.243300,False
salmon + pungent,salmon,cooc,60,0.500000,5,tapenade,0.242900,True
salmon + pungent,salmon,core,0,1.000000,1,trout,0.649100,False
salmon + pungent,salmon,core,0,1.000000,2,ham,0.630000,False
salmon + pungent,salmon,core,0,1.000000,3,mirin,0.617400,True
salmon + pungent,salmon,core,0,1.000000,4,cod,0.616800,False
salmon + pungent,salmon,core,0,1.000000,5,fish_roe,0.611500,False
salmon + pungent,salmon,core,30,0.866025,1,ham,0.594700,False
salmon + pungent,salmon,core,30,0.866025,2,mayonnaise,0.576000,False
salmon + pungent,salmon,core,30,0.866025,3,trout,0.567700,False
salmon + pungent,salmon,core,30,0.866025,4,tuna,0.565000,False
salmon + pungent,salmon,core,30,0.866025,5,crab_stick,0.563000,False
salmon + pungent,salmon,core,60,0.500000,1,pesto,0.442000,False
salmon + pungent,salmon,core,60,0.500000,2,mayonnaise,0.425200,False
salmon + pungent,salmon,core,60,0.500000,3,alfredo_sauce,0.414000,False
salmon + pungent,salmon,core,60,0.500000,4,colby_cheese,0.413700,True
salmon + pungent,salmon,core,60,0.500000,5,caesar_dressing,0.410300,False
salmon + pungent,salmon,chem,0,1.000000,1,ham,0.498600,False
salmon + pungent,salmon,chem,0,1.000000,2,trout,0.355800,False
salmon + pungent,salmon,chem,0,1.000000,3,tuna,0.336700,False
salmon + pungent,salmon,chem,0,1.000000,4,cod,0.329800,False
salmon + pungent,salmon,chem,0,1.000000,5,miso,0.310300,False
salmon + pungent,salmon,chem,30,0.866025,1,ham,0.482600,False
salmon + pungent,salmon,chem,30,0.866025,2,cheese,0.345700,True
salmon + pungent,salmon,chem,30,0.866025,3,wasabi,0.345700,True
salmon + pungent,salmon,chem,30,0.866025,4,kombu,0.337800,False
salmon + pungent,salmon,chem,30,0.866025,5,caviar,0.328400,True
salmon + pungent,salmon,chem,60,0.500000,1,cheese,0.339600,True
salmon + pungent,salmon,chem,60,0.500000,2,ham,0.337300,False
salmon + pungent,salmon,chem,60,0.500000,3,pasta,0.319900,False
salmon + pungent,salmon,chem,60,0.500000,4,pesto,0.299100,False
salmon + pungent,salmon,chem,60,0.500000,5,wasabi,0.288700,True
egg + pungent,egg,cooc,0,1.000000,1,flour,0.441500,False
egg + pungent,egg,cooc,0,1.000000,2,milk,0.376200,True
egg + pungent,egg,cooc,0,1.000000,3,baking_powder,0.367100,False
egg + pungent,egg,cooc,0,1.000000,4,vanilla,0.331200,False
egg + pungent,egg,cooc,0,1.000000,5,chocolate,0.312100,False
egg + pungent,egg,cooc,30,0.866025,1,flour,0.335800,False
egg + pungent,egg,cooc,30,0.866025,2,cheese,0.326600,True
egg + pungent,egg,cooc,30,0.866025,3,milk,0.295700,True
egg + pungent,egg,cooc,30,0.866025,4,yeast,0.257900,False
egg + pungent,egg,cooc,30,0.866025,5,mayonnaise,0.256400,False
egg + pungent,egg,cooc,60,0.500000,1,jarlsberg_cheese,0.294900,True
egg + pungent,egg,cooc,60,0.500000,2,caesar_dressing,0.238000,False
egg + pungent,egg,cooc,60,0.500000,3,mayonnaise,0.218200,False
egg + pungent,egg,cooc,60,0.500000,4,english_muffin,0.217600,False
egg + pungent,egg,cooc,60,0.500000,5,pasta_sauce,0.214800,False
egg + pungent,egg,core,0,1.000000,1,flour,0.736400,False
egg + pungent,egg,core,0,1.000000,2,baking_powder,0.716000,False
egg + pungent,egg,core,0,1.000000,3,sugar,0.610300,False
egg + pungent,egg,core,0,1.000000,4,vegetable_oil,0.569300,False
egg + pungent,egg,core,0,1.000000,5,yeast,0.569200,False
egg + pungent,egg,core,30,0.866025,1,flour,0.627400,False
egg + pungent,egg,core,30,0.866025,2,baking_powder,0.563400,False
egg + pungent,egg,core,30,0.866025,3,meat_floss,0.560700,False
egg + pungent,egg,core,30,0.866025,4,cheese,0.547000,True
